"","Oxy4x_01","Oxy4x_02","Oxy4x_03","Oxy4x_04","Oxy4x_05","Oxy4x_06","Oxy4x_07","Oxy4x_08","Oxy4x_09","Oxy4x_10","Oxy4x_11","Oxy4x_12","Oxy4x_13","Oxy4x_14","Oxy4x_15","Oxy4x_16","Oxy4x_17","Oxy4x_18"
"chr07_025394553",1,2,4,4,3,3,4,4,4,3,1,4,4,0,2,1,4,3
"chr07_025656406",2,2,4,1,3,4,3,3,2,3,3,2,2,4,4,2,3,3
"chr07_026520094",2,3,3,3,4,0,3,4,3,4,4,4,4,3,1,2,3,0
"chr07_026691936",4,2,2,4,3,3,0,2,3,3,2,2,4,1,2,1,0,3
"chr07_027336769",0,3,0,3,0,2,0,0,0,0,0,1,0,0,3,0,0,4
"chr07_027497184",4,4,4,4,4,4,4,1,3,4,4,4,4,4,0,3,4,4
"chr07_028579494",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
"chr07_028579536",1,1,1,0,2,1,2,0,0,1,0,0,1,1,4,0,1,0
"chr07_029732534",2,4,1,0,1,2,4,3,2,3,1,3,0,2,1,4,2,4
"chr07_030208428",0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
"chr07_030208499",4,1,3,1,4,4,4,3,3,4,1,4,0,2,4,4,2,2
"chr07_030709057",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"chr07_030908006",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr07_031000688",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
"chr07_031210853",3,4,3,1,4,4,4,1,3,4,3,4,2,4,4,4,3,4
"chr07_031210918",3,4,3,0,4,4,4,0,2,4,2,4,0,4,4,4,2,4
"chr07_032412596",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4
"chr07_032412780",0,2,0,2,0,0,4,2,0,0,0,4,2,4,0,4,2,0
"chr07_032818622",4,2,0,4,0,2,4,4,2,2,2,4,4,0,4,0,4,2
"chr07_033262163",1,0,0,0,2,2,4,0,0,0,0,3,0,4,0,0,2,1
"chr07_033615582",0,0,0,0,2,2,2,2,2,1,1,1,0,2,0,0,3,0
"chr07_033891275",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
"chr07_034118789",0,0,0,4,0,2,1,0,0,0,1,0,1,0,0,4,0,0
"chr07_034372246",0,2,1,2,2,1,0,0,0,2,1,2,0,1,1,1,1,0
"chr07_034699659",3,3,4,4,2,4,4,4,0,4,4,3,2,2,2,3,4,3
"chr07_035510240",3,3,1,3,0,0,0,1,0,1,3,2,4,4,1,4,1,2
"chr07_035558168",4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4
"chr07_035574432",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr07_036005478",4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr07_036757574",4,4,2,4,4,4,4,4,2,2,2,4,4,3,3,4,4,0
"chr07_036802989",4,0,3,1,2,4,1,4,4,4,4,0,2,1,1,4,1,4
"chr07_036803076",4,1,2,1,3,4,2,4,4,4,4,2,2,1,1,4,1,4
"chr07_036803147",4,0,3,1,3,4,3,4,4,4,4,3,3,2,2,4,2,4
"chr08_000558012",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"chr08_000988766",4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4
"chr08_001021444",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr08_001200130",4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4
"chr08_001200286",4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,4,4,4
"chr08_001666831",4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4
"chr08_001691795",2,0,4,2,0,1,0,0,1,1,0,0,0,0,1,4,0,3
"chr08_002634187",4,2,2,4,3,0,2,3,2,2,2,3,2,1,1,3,4,3
"chr08_003357477",0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1
"chr08_004011195",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"chr08_004340641",0,4,2,1,2,0,3,0,1,0,1,2,0,0,1,0,1,4
"chr08_004645864",4,4,4,1,1,1,2,3,4,3,1,4,2,4,3,3,3,3
"chr08_005076307",4,2,2,3,3,3,2,4,0,4,1,2,1,1,3,3,1,1
"chr08_005737714",3,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4
"chr08_005740029",3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4
"chr08_005814532",4,2,3,2,2,3,2,4,3,2,3,3,4,3,2,2,2,2
"chr08_005995066",4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4
"chr08_006262238",0,0,2,1,1,0,1,1,0,1,0,0,0,0,2,1,1,1
"chr08_007528802",2,1,0,1,2,2,0,3,1,1,2,2,2,0,3,0,0,0
"chr08_007537534",4,4,4,3,2,1,3,2,4,4,3,3,3,2,4,4,3,3
"chr08_007590132",4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4
"chr08_008139103",2,4,4,4,4,4,2,4,3,4,3,3,3,4,4,4,4,4
"chr08_008398870",3,4,4,4,4,4,3,4,3,4,2,2,3,3,4,4,4,4
"chr08_010323678",4,3,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3
"chr08_010893081",2,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0
"chr08_011249543",4,4,3,2,4,4,2,4,4,3,4,2,4,3,2,4,3,3
"chr08_011595403",4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3
"chr08_012186630",3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3
"chr08_012936708",4,3,0,0,2,1,0,2,2,0,1,0,0,1,4,0,1,1
"chr08_013745032",3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,4
"chr08_014844239",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"chr08_015984026",3,4,4,2,4,4,4,4,3,4,2,4,2,4,4,4,4,1
"chr08_016725909",0,2,1,0,0,0,1,4,0,2,1,0,1,0,0,3,0,1
"chr08_016726046",0,3,1,1,2,1,2,4,2,2,1,1,0,0,0,4,1,1
"chr08_016808964",2,4,2,1,2,3,4,0,4,2,4,2,2,1,1,0,2,3
"chr08_016809028",1,1,1,2,0,0,2,0,2,1,3,0,2,1,0,0,3,2
"chr08_016898445",4,4,0,4,4,4,4,4,4,4,4,2,3,2,3,4,3,4
"chr08_018567482",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr08_018698221",4,3,2,4,2,3,3,4,3,3,2,3,3,3,1,3,3,4
"chr08_019505311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"chr08_019878397",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"chr08_020044888",3,4,4,3,2,3,3,4,2,3,3,3,3,4,3,4,4,3
"chr08_020121482",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3
"chr08_021394203",0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
"chr08_021529428",4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr08_022457019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"chr08_024630092",0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr08_025318618",2,3,0,2,3,4,2,4,0,2,4,2,3,0,1,3,0,3
"chr08_025551412",2,0,0,1,0,0,0,1,0,0,3,1,1,0,1,1,0,2
"chr08_025806044",0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"chr08_025968774",4,2,4,3,4,1,4,3,3,3,4,3,4,4,4,2,4,3
"chr08_026271676",4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4
"chr08_027288352",3,4,2,4,3,4,3,4,4,4,2,4,3,4,2,4,3,3
"chr08_027762839",2,3,4,4,4,4,4,4,3,3,4,4,0,1,4,3,4,4
"chr08_028630222",4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4
"chr08_028879044",4,4,4,3,2,3,2,3,3,3,4,3,4,1,3,4,2,4
"chr08_028879187",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr08_028883531",1,2,1,1,3,3,2,1,0,2,0,2,1,3,0,3,3,1
"chr08_028934686",3,2,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,4
"chr08_029651045",1,1,2,0,4,1,0,0,0,1,1,0,1,1,1,1,1,0
"chr08_029907732",4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4
"chr08_029907825",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr08_030147442",2,3,3,4,1,3,2,0,1,3,0,1,1,1,2,2,2,1
"chr08_030147563",2,4,3,4,3,4,3,4,3,4,2,2,2,1,4,2,3,1
"chr08_030147608",3,4,2,4,1,2,3,2,0,0,2,2,2,1,2,2,1,2
"chr08_031195104",3,4,2,2,1,4,0,2,1,0,1,1,3,4,0,0,3,0
"chr08_031195172",4,4,3,4,1,3,4,4,4,4,4,4,4,4,4,0,4,0
"chr08_032412254",3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4
"chr08_032594481",2,3,1,2,2,1,1,1,1,4,0,1,1,2,3,3,1,2
"chr08_032954217",4,2,3,4,4,4,2,3,1,4,3,1,2,4,2,3,4,4
"chr08_033897032",4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3
"chr08_034182837",3,1,2,3,3,1,2,4,4,3,2,2,2,2,3,4,2,3
"chr08_035100292",3,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3
"chr08_035524254",0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0
"chr08_036058149",3,3,2,4,2,1,2,3,4,1,2,0,1,0,2,3,4,4
"chr08_037587232",0,2,2,4,4,3,4,3,4,4,4,4,4,2,4,4,4,1
"chr08_038253128",1,2,0,0,0,2,4,1,0,2,0,0,0,3,4,0,0,2
"chr09_000048678",4,3,4,3,2,4,1,3,1,4,4,4,4,3,4,4,4,4
"chr09_000634275",2,2,4,4,4,4,4,4,4,4,3,4,2,2,4,4,2,4
"chr09_000842502",4,3,4,4,4,3,3,3,4,4,3,4,4,2,4,4,3,4
"chr09_000847000",0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0
"chr09_001154255",0,3,1,2,2,3,2,1,1,0,2,2,2,0,2,2,1,0
"chr09_001255701",4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4
"chr09_001614530",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4
"chr09_001959697",3,2,1,4,2,3,4,4,4,4,4,4,4,4,4,4,2,4
"chr09_002086981",1,3,1,0,2,3,1,3,2,2,1,1,1,3,2,3,3,1
"chr09_002466159",0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,2,0
"chr09_003105313",4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
"chr09_003166968",4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
"chr09_003753059",1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
"chr09_004538831",3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
"chr09_004538943",2,2,0,3,2,3,1,1,4,0,2,1,2,1,1,3,2,3
"chr09_004543045",3,4,3,3,4,4,2,4,3,3,2,2,3,2,2,2,2,3
"chr09_004559741",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"chr09_004567530",0,4,4,4,4,4,0,4,3,4,4,3,4,4,2,3,4,4
"chr09_004764326",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
"chr09_004796578",4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2,2,4
"chr09_004839568",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4
"chr09_005052200",3,0,0,0,0,0,2,0,4,0,0,2,0,0,1,0,4,2
"chr09_005255972",4,3,4,3,3,2,4,4,2,4,2,4,3,4,3,2,3,4
"chr09_005256021",1,0,2,0,0,0,1,1,3,2,3,4,4,1,4,4,1,2
"chr09_005386027",3,3,3,2,3,3,3,4,3,4,2,2,3,4,3,3,3,4
"chr09_005699438",3,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4
"chr09_005837549",4,4,0,4,4,4,4,4,0,0,4,4,4,1,4,4,4,2
"chr09_005870828",4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"chr09_005922345",4,3,3,4,3,3,4,4,2,4,4,4,3,4,3,3,3,4
"chr09_006186296",2,1,0,3,0,0,1,0,0,0,1,0,1,2,3,0,2,0
"chr09_006758817",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"chr09_006888740",3,4,4,3,2,2,2,4,0,3,4,4,2,1,4,2,4,4
"chr09_007221967",2,2,1,3,1,2,0,2,0,0,3,0,2,0,0,0,0,0
"chr09_007546186",4,4,4,0,2,3,3,4,4,1,3,2,3,1,3,0,4,1
"chr09_007546211",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr09_007546345",3,4,4,1,3,3,3,4,4,1,4,3,2,1,2,2,3,1
"chr09_007546380",2,3,4,0,0,1,3,2,3,4,2,3,3,4,0,4,3,4
"chr09_007900801",3,3,4,2,4,2,4,4,4,4,4,3,4,4,4,0,4,4
"chr09_008028982",0,2,4,3,4,3,1,2,4,2,2,4,1,2,3,4,3,4
"chr09_008029033",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"chr09_010280763",0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,1,0,3
"chr09_011595275",0,0,0,1,1,1,2,1,2,1,0,4,2,1,0,0,0,1
"chr09_012450834",4,4,4,4,4,2,4,4,4,4,4,3,4,4,3,4,4,3
"chr09_012450858",2,2,1,1,1,1,1,3,1,3,2,4,2,2,3,0,0,1
"chr09_012838118",4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
"chr09_013287810",2,2,4,3,1,3,4,4,4,3,3,3,3,4,3,3,2,3
"chr09_013989349",4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4
"chr09_015446061",2,2,2,2,2,1,1,2,0,1,2,1,1,0,3,1,3,2
"chr09_015561838",1,1,1,1,0,0,0,3,1,3,1,3,2,0,2,1,0,3
"chr09_015684094",1,4,4,0,4,4,4,4,3,4,4,0,4,4,4,4,4,3
"chr09_015760060",2,0,0,0,0,0,1,1,1,0,2,0,1,1,1,0,0,1
"chr09_016313500",3,4,2,2,2,1,1,2,2,1,3,4,2,4,3,2,3,2
"chr09_018404852",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr09_018662170",2,1,0,1,0,1,2,2,0,0,3,1,3,3,1,3,0,1
"chr09_019460212",1,0,1,2,0,0,0,0,0,0,3,0,1,1,0,0,0,0
"chr09_019553871",2,3,1,2,3,3,2,1,1,3,3,1,2,4,1,2,3,0
"chr09_020668505",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4
"chr09_021150588",0,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,1,4
"chr09_022115385",0,0,4,0,4,2,0,4,0,0,0,0,1,0,0,0,0,0
"chr09_024139588",1,2,1,2,0,1,0,4,1,2,3,2,3,2,1,2,2,3
"chr09_024202030",1,0,0,1,0,0,0,3,0,2,2,1,1,1,0,1,1,2
"chr09_024917006",2,2,3,3,1,3,0,2,2,2,4,3,3,2,2,0,3,2
"chr09_026933339",3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4
"chr09_027669708",4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
"chr09_027669727",3,1,3,4,3,3,1,1,1,3,1,3,2,1,3,2,0,2
"chr09_030670391",4,3,4,4,4,3,3,4,4,3,2,3,2,4,3,4,4,4
"chr09_030926935",4,4,4,3,4,4,4,4,0,4,4,3,4,4,4,4,4,4
"chr09_031324348",3,3,3,2,4,3,4,4,0,4,4,2,4,2,3,4,4,3
"chr09_032787098",4,4,4,3,4,4,4,1,3,4,3,2,4,2,4,3,4,4
"chr09_033470547",3,4,4,4,2,2,2,4,4,4,4,4,4,3,4,3,3,4
"chr09_036266430",4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4
"chr09_037352830",4,4,0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4
"chr09_038322347",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0
"chr09_038342017",0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0
"chr09_038656205",4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4
"chr09_039352042",4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,0,4
"chr09_039827612",0,0,0,1,0,1,1,1,1,1,2,1,2,1,0,2,3,0
"chr09_040344348",4,4,2,4,4,3,4,2,3,3,3,2,4,3,2,4,4,3
"chr09_041407931",0,3,0,2,1,0,0,1,0,0,1,0,2,2,0,0,0,1
"chr10_000425350",3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3
"chr10_000467634",0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,3,0
"chr10_000479726",4,4,2,4,2,2,4,4,4,4,4,4,4,2,2,4,4,4
"chr10_000756838",4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4
"chr10_000897856",4,0,2,4,2,4,4,4,2,4,3,4,4,0,4,4,4,2
"chr10_001157266",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4
"chr10_001230688",3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4
"chr10_001230786",4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,2
"chr10_001858789",4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4
"chr10_002962379",4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,2
"chr10_005286345",4,3,2,4,3,3,4,4,4,4,4,4,4,0,4,4,2,4
"chr10_005286424",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
"chr10_005426137",4,3,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4
"chr10_005649036",1,1,1,0,2,2,4,4,4,2,4,1,2,0,2,2,2,4
"chr10_006373521",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr10_007058453",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"chr10_008185294",2,3,2,2,4,3,2,3,2,3,3,2,4,0,3,2,3,3
"chr10_008327351",0,4,0,0,3,3,0,0,0,0,1,0,1,0,2,0,0,0
"chr10_008787429",4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4
"chr10_008870954",0,0,0,0,2,1,1,0,1,1,1,0,0,0,0,0,2,2
"chr10_009217439",3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
"chr10_009516205",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"chr10_010376102",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
"chr10_011358315",4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4
"chr10_012810076",3,3,2,2,3,2,0,3,1,4,3,2,1,2,1,0,1,2
"chr10_013574087",4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4
"chr10_013765668",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"chr10_013933412",4,3,4,4,3,3,4,2,4,3,4,4,4,4,4,4,4,4
"chr10_013934850",4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4
"chr10_015412679",4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
"chr10_017370317",0,1,1,0,1,3,0,2,1,2,2,0,1,1,1,1,0,1
"chr10_018120143",0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1
"chr10_018661703",0,2,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0
"chr10_018999040",0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
"chr10_019344990",4,4,4,2,2,4,4,4,4,2,2,2,4,2,2,1,4,4
"chr10_020404264",4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4
"chr10_021906923",4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,0,4,4
"chr10_021964121",4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"chr10_022452773",1,0,3,4,4,3,4,0,1,1,3,1,3,3,1,4,4,4
"chr10_023343822",3,2,2,4,3,2,0,4,3,2,2,3,2,2,4,2,3,3
"chr10_023537683",0,0,0,4,0,1,0,3,2,0,1,1,4,1,0,0,0,2
"chr10_023761524",3,4,4,4,4,3,4,4,4,4,4,2,4,4,2,4,4,4
"chr10_024056758",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"chr10_024253083",0,2,1,0,0,0,2,0,1,2,0,0,1,0,0,2,2,1
"chr10_024553053",2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr10_024714277",1,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,4
"chr10_025625703",4,4,3,4,3,3,4,4,3,4,3,2,2,4,3,4,4,3
"chr10_026181479",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"chr10_026181534",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"chr10_027355952",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
"chr10_027574002",4,1,2,1,3,3,4,3,2,1,2,1,2,1,1,4,4,4
"chr10_027702472",4,4,4,2,3,4,2,2,3,4,3,4,3,4,3,4,4,4
"chr10_027702558",4,4,4,4,4,4,4,2,3,4,3,4,3,4,4,4,4,4
"chr10_027804714",1,3,0,0,0,0,1,2,3,0,1,0,0,1,0,0,1,0
"chr10_028362295",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4
"chr10_028500702",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"chr10_029185668",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
"chr10_029800861",4,4,4,4,4,0,2,4,4,4,2,0,4,0,2,4,0,2
"chr10_030554312",1,3,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,3
"chr10_030886054",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"chr10_032242021",2,3,4,3,3,3,2,4,4,0,3,4,4,2,4,3,3,1
"chr10_032372959",2,2,0,1,1,1,2,3,1,2,2,1,1,3,2,1,0,2
"chr10_032911582",4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4
"chr10_032911645",4,4,4,4,4,4,3,3,3,4,4,3,4,4,2,3,4,3
"chr10_033340913",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"chr11_000338729",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
"chr11_000558183",3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2
"chr11_000821597",2,2,4,2,2,4,1,4,2,0,1,2,1,1,2,3,2,0
"chr11_000821633",0,0,3,4,4,4,4,0,1,4,0,4,0,4,0,4,4,4
"chr11_000924552",0,2,0,1,0,0,1,0,0,2,0,0,0,0,1,0,4,0
"chr11_001922267",1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
"chr11_003949514",3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4
"chr11_004198804",4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
"chr11_005546243",1,0,0,0,1,0,1,0,3,0,2,0,2,0,1,3,1,3
"chr11_006194095",4,3,3,4,3,2,4,4,3,4,4,4,4,2,4,3,4,4
"chr11_007076598",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"chr11_007201789",4,4,4,4,4,4,4,4,2,1,4,4,4,0,4,4,0,0
"chr11_007758644",0,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4
"chr11_007843845",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"chr11_007913320",2,2,3,1,4,4,4,4,2,3,4,4,4,4,1,4,4,0
"chr11_007913425",0,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2
"chr11_009487166",0,0,1,1,4,2,1,0,0,0,0,4,0,0,0,0,4,2
"chr11_009603306",4,0,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0,1
"chr11_009764015",4,1,4,4,2,0,4,4,3,2,4,1,4,4,4,4,4,4
"chr11_010042184",0,2,2,0,2,4,1,0,1,1,0,2,0,2,4,1,2,1
"chr11_010797163",2,2,4,3,2,2,2,1,4,3,2,1,2,3,1,0,0,3
"chr11_012529264",2,0,1,0,1,0,0,0,0,3,3,0,0,1,0,3,3,0
"chr11_013002501",4,4,3,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4
"chr11_013613806",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
"chr11_013613849",4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
"chr11_013613980",3,2,4,4,1,2,1,3,3,2,4,2,0,0,3,2,4,3
"chr11_013725268",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"chr11_014344405",4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,2,4
"chr11_014671491",4,3,3,3,3,3,4,4,4,4,2,4,4,2,3,3,4,4
"chr11_014886765",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_015265263",4,2,2,3,3,3,4,4,4,4,2,4,4,0,3,4,4,1
"chr11_015442540",0,1,0,0,1,1,0,0,2,0,0,2,0,0,0,1,0,0
"chr11_015662919",2,4,4,0,2,1,1,4,4,2,1,4,4,2,0,0,0,0
"chr11_015973683",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"chr11_016901341",1,2,1,4,2,3,4,0,3,0,3,4,3,1,2,3,4,4
"chr11_017278600",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_017278672",4,4,1,4,2,2,3,4,4,3,3,2,4,4,3,4,2,4
"chr11_019070684",1,2,1,1,2,2,1,0,2,2,1,1,1,0,0,0,0,4
"chr11_019184435",3,4,4,3,3,2,3,4,4,3,3,4,3,4,4,4,4,2
"chr11_019649506",3,2,3,3,1,2,3,2,3,3,4,4,4,3,4,4,4,2
"chr11_020197141",0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"chr11_022116709",4,2,1,0,2,4,4,0,3,4,2,0,3,0,2,4,4,2
"chr11_022116797",4,3,2,4,4,4,4,4,3,4,3,2,3,3,3,4,4,4
"chr11_023149721",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_023481165",4,4,4,4,4,4,4,3,3,3,4,2,4,4,4,0,4,4
"chr11_024005853",4,2,4,1,4,2,0,0,4,0,2,2,3,0,0,0,0,0
"chr11_024112099",0,2,0,3,0,2,0,4,0,4,2,0,1,0,4,4,2,2
"chr11_025066370",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"chr11_025127086",3,4,4,4,1,2,3,4,4,4,3,4,3,4,4,4,4,4
"chr11_025608372",2,2,4,4,2,3,4,2,4,4,4,4,3,3,3,3,4,3
"chr11_025781022",3,4,3,3,2,1,3,3,3,3,1,3,2,2,3,1,4,2
"chr11_025781108",3,4,2,3,2,1,3,3,3,3,2,3,2,2,3,1,4,2
"chr11_026158220",2,1,0,0,2,2,0,1,1,1,2,1,2,0,0,3,1,0
